#FLOATER
#walking right
70061	148	406	166	421	40
70062	128	405	146	421	40
#walking left
70063	80	406	98	421	40
70064	100	405	118	421	40
#SKULL
#right
70041	190	529	208	547	40	
70042	170	526	188	547	40
#left
70043	38	529	56	547	40
70044	58	526	76	547	40
#JUMPER
#right
70021	164	498	181	524	40
70022	146	498	163	524	40
70023	128	498	145	524	40
#left
70024	65	498	82	524	40
70025	81	498	98	524	40
70026	101	498	118	524	40
#INSECT
#right
70031	148	529	166	547	40
70032	128	529	146	547	40
#left
70033	80	529	98	547	40
70034	100	529	118	547	40
#DOME
#right
70071	46	440	63	458	40
70072	46	460	63	478	40
#bottom
70073	63	422	81	440	40
70074	83	422	101	440	40
#left
70075	101	460	117	478	40
70076	101	440	118	458	40
#top
70077	83	478	101	495	40
70078	63	478	81	494	40
#MINE
#idle
70081	363	211	379	221	70
#Intro
90501	0	0	256	234	5
90502	0	0	256	234	6

90001	809	0	1076	234	7
90002	540	0	807	234	7
90003	270	0	537	234	7
90004	0	0	267	234	7
90011	809	236	1076	470	7
90012	540	236	806	470	7
90013	270	236	536	470	7
90014	0	236	267	470	7
90021	809	473	1076	707	7
90022	540	473	806	707	7
90023	270	473	536	707	7
90024	0	473	267	707	7
90031	809	709	1076	943	7
90032	540	709	806	943	7
90033	270	709	536	943	7
90034	0	709	267	943	7
90035	0	946	267	1180	7
90036	270	946	536	1180	7
90037	540	946	806	1180	7
90038	809	946	1076	1180	7
90039	0	1182	267	1416	7
90041	809	1182	1076	1416	7
90042	540	1182	806	1416	7
90043	270	1182	536	1416	7
90044	0	1419	267	1653	7
90051	270	1419	536	1653	7
90052	540	1419	806	1653	7
90053	809	1419	1076	1653	7
90054	0	1655	267	1889	7
90061	270	1655	536	1889	7
90062	540	1655	806	1889	7
90063	809	1655	1076	1889	7
90064	0	1892	267	2126	7
90071	270	1892	536	2126	7
90072	540	1892	806	2126	7
90073	809	1892	1076	2126	7
90074	0	2128	267	2362	7

90101	0	0	256	234	9
90102	259	0	515	234	9
90201	518	0	774	234	9
90202	0	227	256	461	9
90203	259	227	515	461	9
90204	518	227	774	461	9
90205	0	454	256	688	9
90206	259	454	515	688	9
90207	518	454	774	688	9
90208	0	681	256	915	9

90999	0	0	267	234	8

#Endgame
99001	2	2	532	234	100

99011	484	237	498	252	100
99012	501	237	516	252	100
99013	519	237	533	252	100

99101	0	0	300	142	101
99102	0	1	300	91	102

99201	0	1	300	143	101
99202	0	2	300	92	102

99099	36	249	61	272	100

99301	198	307	265	390	100
99302	266	383	283	390	100

#A
99401	123	248	131	256	100
#C
99402	142	248	150	256	100
#E
99403	161	248	169	256	100
#G
99404	179	248	187	256	100
#H
99405	189	248	197	256	100
#I
99406	198	248	206	256	100
#L
99407	226	248	235	256	100
#M
99408	236	248	244	256	100
#N
99409	245	248	253	256	100
#O
99410	254	248	262	256	100
#Q
99411	273	248	281	256	100
#R
99412	283	248	291	256	100
#T
99413	301	248	309	256	100
#U
99414	311	248	319	256	100
#Y
99415	348	248	356	256	100
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#idle right
500	50000	100	50001	100	50002	100	50003	100
#idle left
501	50010	100	50011	100	50012	100	50013	100
#moving right 
510	50000	30	50001	30	50002	30	50003	30	50100	30	50101	30	50102	30	50103	30
#moving left 
511	50010	30	50011	30	50012	30	50013	30	50110	30	50111	30	50112	30	50113	30
##JUMP
# jumping right + moving
520	50500	30	50501	30	50502	30	50503	30
# jumping left + moving
521	50510	30	50511	30	50512	30	50513	30
# falling right + moving
530	50200	30	50201	30	50202	30	50203	30
# falling left	+ moving
531	50210	30	50211	30	50212	30	50213	30
#Upward
#Upward right moving 
540	50800	40	50801	40	50802	40	50803	40
#Upward left moving
541	50810	40	50811	40	50812	40	50813	40
##GUN FLIP IDLE
#upward right 0
550	50600	100	50700	100	50800	999999999
#upward right 1
551	50601	100	50701	100	50801	999999999
#upward  right 2
552	50602	100	50702	100	50802	999999999
#upward  right 3
553	50603	100	50703	100	50803	999999999
#upward  left 0
560	50610	100	50710	100	50810	999999999
#upward left 1
561	50611	100	50711	100	50811	999999999
#upward left 2
562	50612	100	50712	100	50812	999999999
#upward  left 3
563	50613	100	50713	100	50813	999999999
# TURN
#turn 0
570	50300	40	51300	40	51313	40	50313	40
#turn 1
571	50301	40	51301	40	51312	40	50312	40
#turn 2
572	50302	40	51302	40	51311	40	50311	40
#turn 3
573	50303	40	51303	40	51310	40	50310	40
#jump up turn 0
580	50400	50	50413	50
##jump up turn 1
581	50401	50	50412	50
#jump up turn 2
582	50402	50	50411	50
#jump up turn 3
583	50403	50	50410	50
#die
900	50900	100	50901	100
#open right
600	51000	9999999
#open left
601	51010	9999999
#Brick
602	40001	100
#============== SMALL JASON =========
100	1000	100
101	1010	100
110	1100	100	1101	100	1102	100
111	1110	100	1111	100	1112	100
120	1200	100	1210	100
130	1300	100	1301	100
131	1310	100	1311	100
140	1100	100
141	1110	100
150	1100	100
151	1110	100
160	1400	150	1401	150	1402	150	1403	150	1404	150
161	1410	150	1411	150	1412	150	1414	150	1414	150
#============== BIG JASON =========
200	2000	100
201	2001	100
202	2002	100
203	2003	100
210	2100	100	2000	100	2101	100
211	2110	100	2001	100	2111	100
220	2200	100	2002	100	2201	100
221	2210	100	2003	100	2211	100
230	2300	100	2301	100	2302	100	2303	100
#==============BULLET=================
#small bullet sophia right
700	20001	200
#small bullet sophia left
701	20002	200
#small bullet sophia up
702	20003	200
#big bullet sophia right
703	20004	200
#big bullet sophia left
704	20005	200
#big bullet sophia up
705	20006	200
#bang
706	20007	100	20008	100	20009	100
#electric bullet sophia
707	20010	100	20011	100	20012	100	20013	100
#small sophi bullet
710	20020	200
##===============ENEMY================
# ==== ORB  =============
#walk left
921	70011	100
#walk right
922	70015	100
#turn
923	70012	70	70013	70	70014	70
# ==== WORM  ==============
#idle right
961	70052	100
#idle left
962	70054	100
#right
963	70051	100	70052	100
#left
964	70053	100	70054	100
#drop right
965	70052	100
#drop left
966	70054	100
# ==== FLOATER  ===========
#walk right
971	70061	100	70062	100
#walk left
972	70063	100	70064	100
# ==== SKULL  =============
#right
951	70042	100
#left
952	70043	100
#jump right
953	70041	100
#jump left
954	70044	100
# ==== JUMPER  ============
#right
911	70021	100	70023	100
#left
912	70024	100	70026	100
#jump right
913	70022	100
#jump left
914	70025	100
#idle 
915	70021	100
# ==== INSECT  ============
#right
931	70031	100	70032	100
#left
932	70033	100	70034	100
#jump right
933	70031	100	70032	100
#jump left
934	70033	100	70034	100
#idle
935	70033	100
# ==== DOME  ============
#right
941	70071	100	70072	100
#bottom
942	70073	100	70074	100
#left
943	70075	100	70076	100
#top
944	70077	100	70078	100
#idle
945	70073	100
#drop
946	70077	100
#drop
946	70078	100
#follow right
947	70076	100
#follow left
948	70072	100
# ==== MINE  ===========
#idle
981	70081	100
#Intro
1001	90502	300	90501	1500	90502	3000	90999	50	90004	35	90003	35	90002	35	90001	3000	90002	30	90003	30	90004	30	90999	40	90014	15	90013	15	90012	15	90011	3000	90012	30	90013	30	90014	30	90999	40	90024	15	90023	15	90022	15	90021	3000	90022	30	90023	30	90024	30	90999	40	90034	15	90033	15	90032	15	90031	2300	90035	2300	90036	3000	90037	30	90038	30	90039	30	90999	40	90043	15	90042	15	90041	15	90044	3000	90041	30	90042	30	90043	30	90999	40	90051	15	90052	15	90053	15	90054	3000	90053	30	90052	30	90051	30	90999	40	90061	15	90062	15	90063	15	90064	3000	90063	30	90062	30	90061	30	90999	40	90071	15	90072	15	90073	15	90074	3000	90073	30	90072	30	90071	30	90999	200	90501	1500	90999	200	90101	100	90102	100	90101	100	90102	100	90101	100	90102	100	90201	150	90202	140	90203	130	90204	120	90205	110	90206	100	90207	100	90208	120	90205	2000
# ==== ENDGAME  ========
#Endgame
1009	99102	1740	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100
1008	99101	1740	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100
#HeadEnd
#1010	99011	100	99012	100	99013	100
#Endgame1
1020	99099	100
#Endgame3
1030	99301	1000000
1031	99302	1000000

1041	99401	1000000
1042	99402	1000000
1043	99403	1000000
1044	99404	1000000
1045	99405	1000000
1046	99406	1000000
1047	99407	1000000
1048	99408	1000000
1049	99409	1000000
1050	99410	1000000
1051	99411	1000000
1052	99412	1000000
1053	99413	1000000
1054	99414	1000000
1055	99415	1000000
# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]
# SOPHIA JASON
#id    type	ani   state
#	
0	1	500	0	501	1	510	2	511	3	520	4	521	5	530	6	531	7	550	8	551	9	552	10	553	11	560	12	561	13	562	14	563	15	540	16	541	17	570	18	571	19	572	20	573	21	580	22	581	23	582	24	583	25	900	26	600	27	601	28
0	2	100	29	101	30	110	31	111	32	120	33	130	34	131	35	140	36	141	37	150	38	151	39	160	40	161	41
0	3	200	42	201	43	202	44	203	45	210	46	211	47	220	48	221	49	230	50
#=== BULLET ======
#JASON
#small +big bullet
4	4	700	0	701	1	702	2	703	4	704	5 	705	6	706	3	706	7
8	8	710	10	706	3
#=== ENEMY =======
#ORB1
11	11	921	11	922	12	923	13	923	14
#WORM
12	12	961	15	962	16	963	17	964	18	965	19	966	20
#FLOATER
13	13	971	21	972	22	971	23	972	24
#SKULL
14	14	951	26	952	27	953	28	954	29	951	30
#ORB2
15	15	922	31	921	32	923	33	923	34	923	35
#JUMPER
16	16	911	36	912	37	913	38	914	39	915	40
#INSECT
17	17	931	41	932	42	933	43	934	44	935	45
#DOME
18	18	943	46	944	47	941	48	942	49	945	50	946	51	947	52	948	53
#MINE
19	19	981	54
#Intro
#20	20	1001	56
#Endgame
#11	1008
#12	1009
#HeadEnd
#Endgame1
#20	1020
#Endgame3
#31	1030
#32	1031

#41	1041
#42	1042
#43	1043
#44	1044
#45	1045
#46	1046
#47	1047
#48	1048
#49	1049
#50	1050
#51	1051
#52	1052
#53	1053
#54	1054
#55	1055
[SWITCHSCENE]
#switch scene
1
